Time s	       Force Beam 1Å  N	Force Beam 2Å  N	Force Beam 3Å  N	Force Beam 4Å N	       Vertical ForceÅ  N	Force Beam 1Ç N	Force Beam 2Ç N	Force Beam 3Ç N	Force Beam 4Ç N	Vertical ForceÇ N
4.748000	132.79	116.30	25.00	29.46	303.56	337.24	182.60	103.43	136.13	759.43
4.750000	132.68	116.33	25.22	29.59	303.84	336.66	182.35	103.27	135.77	758.09
4.752000	132.57	116.14	25.19	29.51	303.43	336.12	181.91	103.38	135.57	757.02
4.754000	132.60	116.12	25.16	29.30	303.19	335.41	181.88	103.19	135.21	755.73
4.756000	132.38	116.22	25.22	29.73	303.56	334.86	181.44	103.11	134.88	754.33
4.758000	132.32	116.14	25.27	29.70	303.45	334.20	181.03	103.22	134.61	753.10
4.760000	132.29	116.14	24.89	29.46	302.80	333.82	180.59	102.94	134.28	751.67
4.762000	132.13	116.04	25.14	29.73	303.04	332.89	180.10	102.91	133.92	749.86
4.764000	132.18	116.09	25.22	29.54	303.05	332.35	180.24	103.02	133.83	749.48
4.766000	132.07	116.09	25.16	29.68	303.02	332.07	180.15	102.75	133.39	748.41
4.768000	132.13	115.87	24.86	29.78	302.67	331.61	180.15	102.83	132.95	747.58
4.770000	131.99	116.22	25.00	29.51	302.74	331.09	179.93	102.89	133.01	746.95
4.772000	131.88	116.06	25.24	29.76	302.96	330.76	179.93	102.69	132.98	746.41
4.774000	131.88	116.20	25.27	29.62	302.99	330.27	179.60	102.78	132.67	745.36
4.776000	131.80	116.25	25.11	29.73	302.90	330.00	179.71	102.56	132.62	744.92
4.778000	131.83	116.41	25.11	29.68	303.04	329.72	179.85	102.78	132.59	744.98
4.780000	131.72	116.33	25.00	29.57	302.63	329.62	179.41	102.56	132.04	743.66
4.782000	131.72	116.41	25.27	29.84	303.25	328.63	179.63	102.80	131.87	742.98
4.784000	131.61	116.09	25.08	29.57	302.36	328.58	179.38	102.83	131.76	742.59
4.786000	131.66	116.46	25.24	29.57	302.95	328.30	179.33	102.45	131.54	741.66
4.788000	131.50	116.20	25.14	29.84	302.68	327.70	179.08	102.39	131.10	740.32
4.790000	131.44	116.30	25.22	29.76	302.73	327.43	178.89	102.45	130.60	739.41
4.792000	131.52	116.04	25.22	29.73	302.52	326.75	178.56	102.06	130.41	737.82
4.794000	131.47	116.17	25.08	29.68	302.41	326.36	178.40	102.17	130.00	736.97
4.796000	131.39	116.14	25.14	29.65	302.33	325.60	178.20	101.95	129.83	735.62
4.798000	131.03	116.01	25.16	30.00	302.22	325.25	177.79	102.15	129.33	734.55
4.800000	131.08	115.98	25.03	29.62	301.73	324.45	177.63	102.06	129.20	733.38
4.802000	130.75	115.82	25.30	29.73	301.62	323.82	177.52	101.73	128.89	732.00
4.804000	130.95	115.93	25.35	29.68	301.92	323.25	177.30	101.62	128.45	730.66
4.806000	130.84	115.87	25.14	29.68	301.54	322.71	177.19	101.90	128.17	730.00
4.808000	130.89	115.82	25.22	29.62	301.57	322.24	177.13	101.57	128.23	729.21
4.810000	130.53	115.85	25.38	29.95	301.73	321.56	176.80	101.49	127.40	727.29
4.812000	130.56	115.90	25.27	29.78	301.54	321.09	176.91	101.71	127.51	727.26
4.814000	130.48	116.06	25.16	29.68	301.40	320.41	176.72	101.71	126.85	725.72
4.816000	130.53	115.90	25.27	29.78	301.51	319.70	176.89	101.60	126.63	724.85
4.818000	130.12	116.20	25.22	29.92	301.47	319.13	176.56	101.49	126.30	723.50
4.820000	130.18	116.20	25.33	29.57	301.28	318.69	176.28	101.68	126.05	722.73
4.822000	130.07	116.09	25.16	29.70	301.04	318.03	176.23	101.52	125.72	721.53
4.824000	129.87	116.30	25.44	29.70	301.33	317.30	176.14	101.46	125.36	720.29
4.826000	130.09	116.30	25.46	29.70	301.58	316.53	176.14	101.52	125.11	719.34
4.828000	129.98	116.52	25.41	29.78	301.71	315.96	176.20	101.49	124.80	718.49
4.830000	129.79	116.52	25.35	29.46	301.14	315.30	176.06	101.57	124.47	717.44
4.832000	130.07	116.57	25.46	29.70	301.82	314.76	175.81	101.54	124.03	716.18
4.834000	130.18	116.89	25.49	29.70	302.28	314.10	175.90	101.52	123.95	715.50
4.836000	130.07	116.70	25.60	29.62	302.01	313.47	175.76	101.68	123.87	714.81
4.838000	130.07	116.94	25.65	29.84	302.52	313.09	175.92	101.57	123.45	714.07
4.840000	129.98	116.78	25.85	29.40	302.03	312.35	175.76	101.60	123.20	712.95
4.842000	130.18	117.16	25.82	29.65	302.82	311.53	175.68	101.52	122.65	711.41
4.844000	130.12	117.16	25.98	29.81	303.09	310.85	175.37	101.41	122.57	710.24
4.846000	130.04	117.43	25.93	29.73	303.14	309.98	175.35	101.46	122.02	708.84
4.848000	129.96	117.18	25.93	29.62	302.71	309.24	175.21	101.41	121.82	707.71
4.850000	129.93	117.37	26.04	29.73	303.08	308.50	174.80	101.60	121.41	706.34
4.852000	130.01	117.45	25.93	29.70	303.11	307.87	174.72	101.30	121.10	705.03
4.854000	130.23	117.21	25.98	29.84	303.28	307.22	174.69	101.71	120.77	704.42
4.856000	129.98	117.43	25.93	30.00	303.36	306.37	174.33	101.30	120.39	702.42
4.858000	130.07	117.43	25.90	29.92	303.33	305.80	174.14	101.43	120.22	701.63
4.860000	130.09	117.59	26.20	29.95	303.84	304.84	173.89	101.57	119.75	700.09
4.862000	130.01	117.26	25.98	29.84	303.11	304.30	173.97	101.32	119.81	699.44
4.864000	130.07	117.37	26.04	29.89	303.38	303.26	173.53	101.41	119.23	697.46
4.866000	130.07	117.67	26.04	29.84	303.62	302.96	173.67	101.41	119.12	697.19
4.868000	130.15	117.48	26.23	29.97	303.85	302.08	173.64	101.46	118.90	696.12
4.870000	129.90	117.37	26.04	29.87	303.19	301.48	173.48	101.60	118.54	695.13
4.872000	129.93	117.64	26.07	29.65	303.30	300.72	173.26	101.19	118.37	693.57
4.874000	129.46	117.69	26.04	29.78	302.99	300.28	173.34	101.46	118.45	693.57
4.876000	129.93	117.69	26.07	29.73	303.43	299.43	173.51	101.57	118.12	692.67
4.878000	129.74	117.85	26.37	29.70	303.67	298.92	173.23	101.57	117.76	691.52
4.880000	129.76	117.91	26.31	29.68	303.67	298.23	173.48	101.76	117.71	691.22
4.882000	129.57	118.01	26.31	29.89	303.81	297.49	173.51	101.62	117.35	690.01
4.884000	129.63	118.04	26.15	29.68	303.51	296.84	173.62	101.73	117.07	689.30
4.886000	129.74	118.17	26.39	29.78	304.10	296.24	173.48	101.71	117.13	688.59
4.888000	129.79	118.31	26.48	29.73	304.32	295.47	173.56	101.95	116.91	687.93
4.890000	129.74	118.49	26.58	29.78	304.62	294.93	174.00	101.93	116.30	687.19
4.892000	129.74	118.98	26.58	29.70	305.02	294.19	173.75	102.01	116.44	686.43
4.894000	129.98	118.65	26.69	29.78	305.13	293.48	173.89	101.84	116.05	685.30
4.896000	129.85	118.98	26.86	29.68	305.37	292.88	173.73	102.15	115.97	684.76
4.898000	129.93	119.08	26.91	29.54	305.48	292.06	173.75	102.39	115.75	683.99
4.900000	130.09	119.35	26.99	29.54	305.99	291.32	173.97	102.17	115.61	683.11
4.902000	130.23	119.75	26.94	29.73	306.67	290.67	173.75	102.47	115.42	682.35
4.904000	130.23	119.83	27.27	29.57	306.91	289.85	173.53	102.34	114.78	680.54
4.906000	130.29	120.02	27.13	29.65	307.10	288.97	173.75	102.42	114.98	680.16
4.908000	130.18	120.26	27.30	29.68	307.42	288.04	173.32	102.39	114.70	678.49
4.910000	130.51	120.29	27.16	29.97	307.94	287.17	173.26	102.34	114.45	677.25
4.912000	130.62	120.39	27.57	29.73	308.32	286.46	173.04	102.23	114.09	675.85
4.914000	130.64	120.58	27.43	29.78	308.46	285.42	173.18	102.45	113.70	674.79
4.916000	130.75	120.71	27.41	29.92	308.81	284.60	173.04	102.28	113.59	673.55
4.918000	130.78	120.90	27.68	29.78	309.16	283.70	172.96	102.28	113.32	672.30
4.920000	130.89	121.01	27.65	29.70	309.27	282.86	172.90	102.28	113.13	671.20
4.922000	131.00	121.35	27.57	29.78	309.73	281.74	172.88	102.37	112.99	670.00
4.924000	130.95	121.38	27.68	29.76	309.78	280.67	173.04	102.28	113.04	669.07
4.926000	131.00	121.27	28.01	29.95	310.25	279.91	173.21	102.26	113.48	668.88
4.928000	131.17	121.57	27.92	29.89	310.57	278.32	173.84	101.87	113.04	667.11
4.930000	131.06	121.76	27.92	29.78	310.54	276.79	173.56	101.57	113.13	665.08
4.932000	131.33	121.92	27.92	29.89	311.08	275.37	173.81	101.84	113.57	664.63
4.934000	131.52	121.92	28.01	30.08	311.55	274.36	174.19	101.79	113.43	663.81
4.936000	131.58	122.10	28.01	29.76	311.46	273.68	174.08	101.49	112.88	662.16
4.938000	131.50	122.37	27.98	29.95	311.81	273.05	173.67	101.46	112.74	660.95
4.940000	131.61	122.64	28.23	29.97	312.46	272.80	173.75	101.65	112.05	660.29
4.942000	131.83	122.61	28.17	30.00	312.63	271.27	173.18	101.68	111.55	657.72
4.944000	132.02	122.77	28.50	30.14	313.44	270.18	172.49	101.73	111.33	655.77
4.946000	132.05	123.04	28.58	30.00	313.68	269.47	172.52	101.71	111.00	654.73
4.948000	132.46	123.36	28.50	29.87	314.20	269.12	172.74	101.79	110.75	654.43
4.950000	132.13	123.07	28.61	30.22	314.04	268.93	172.24	101.87	110.23	653.30
4.952000	132.27	123.57	28.83	30.11	314.79	268.43	172.16	101.73	110.20	652.56
4.954000	132.38	123.76	28.66	30.03	314.84	267.78	172.08	101.79	109.95	651.63
4.956000	132.46	123.71	28.85	30.22	315.26	267.23	171.91	101.95	109.62	650.75
4.958000	132.73	123.89	29.05	30.25	315.94	266.58	171.69	101.65	109.48	649.44
4.960000	132.79	123.89	29.10	30.16	315.96	266.03	171.86	101.95	109.37	649.25
4.962000	132.84	124.00	28.91	30.27	316.04	265.35	171.75	101.76	108.90	647.79
4.964000	132.73	124.40	29.10	30.44	316.69	264.99	171.78	102.12	108.85	647.77
4.966000	133.12	124.43	28.96	30.33	316.85	264.47	171.69	101.95	108.73	646.89
4.968000	132.90	124.54	29.21	30.33	316.99	264.06	171.86	102.06	108.60	646.62
4.970000	132.76	124.43	29.37	30.33	316.91	263.57	171.91	102.26	108.57	646.34
4.972000	133.04	124.72	29.43	30.49	317.69	263.33	171.97	102.20	108.54	646.07
4.974000	133.09	124.86	29.62	30.52	318.10	262.86	172.13	102.37	108.40	645.80
4.976000	133.15	124.91	29.37	30.44	317.88	262.75	172.16	102.39	108.43	645.77
4.978000	133.45	124.96	29.54	30.38	318.35	262.45	172.35	102.64	108.54	646.02
4.980000	133.42	125.34	29.57	30.65	318.99	262.37	172.46	102.56	108.35	645.77
4.982000	133.48	125.39	29.73	30.44	319.05	261.63	172.63	102.97	108.07	645.33
4.984000	133.86	125.39	29.54	30.44	319.24	261.63	172.96	102.83	108.13	645.58
4.986000	133.64	125.60	29.76	30.65	319.67	261.39	172.74	102.83	108.07	645.06
4.988000	133.92	125.74	30.00	30.71	320.38	260.92	172.82	102.89	107.85	644.51
4.990000	133.86	126.06	29.92	30.68	320.54	260.79	173.04	103.08	108.02	644.95
4.992000	134.14	126.19	30.09	31.03	321.46	260.62	173.26	103.02	108.07	645.01
4.994000	134.19	126.49	30.17	30.79	321.65	260.35	173.18	103.16	107.96	644.68
4.996000	134.55	126.51	30.19	30.79	322.06	260.19	173.40	103.05	107.77	644.43
4.998000	134.66	126.91	30.09	30.92	322.60	259.88	173.34	103.11	107.74	644.11
5.000000	134.77	126.94	30.58	30.90	323.20	259.86	173.56	103.43	107.63	644.52
5.002000	135.15	127.18	30.74	30.98	324.07	259.75	173.67	103.27	107.63	644.35
5.004000	135.37	127.40	30.52	31.09	324.40	259.53	173.89	103.57	107.58	644.60
5.006000	135.48	127.88	30.74	31.03	325.15	259.39	173.62	103.41	107.60	644.05
5.008000	135.84	128.09	30.88	31.06	325.89	259.09	173.59	103.43	107.41	643.56
5.010000	136.25	128.17	31.21	31.58	327.22	259.01	173.37	103.41	107.30	643.12
5.012000	136.28	128.30	31.07	31.36	327.03	258.90	173.53	103.49	107.05	643.01
5.014000	136.53	128.60	31.32	31.69	328.14	258.60	173.51	103.41	107.02	642.57
5.016000	136.53	129.11	31.21	31.58	328.43	258.19	173.21	103.49	107.00	641.91
5.018000	137.11	129.13	31.51	31.63	329.39	257.86	173.45	103.54	106.64	641.53
5.020000	137.13	129.51	31.62	31.49	329.77	257.59	173.01	103.33	106.53	640.49
5.022000	137.33	129.56	31.73	31.79	330.42	257.07	173.12	103.63	106.47	640.32
5.024000	137.63	129.85	31.62	31.96	331.07	256.83	173.04	103.33	105.97	639.20
5.026000	137.82	130.18	31.92	31.82	331.75	256.47	173.01	103.27	106.19	638.98
5.028000	138.15	130.36	32.05	31.90	332.49	256.01	173.04	103.65	105.97	638.71
5.030000	138.43	130.58	31.95	31.96	332.92	255.54	172.77	103.38	105.67	637.39
5.032000	138.78	131.00	32.33	32.34	334.47	255.16	172.77	103.35	105.48	636.79
5.034000	138.86	131.19	32.22	32.55	334.85	255.00	172.77	103.49	105.64	636.93
5.036000	139.03	131.30	32.27	32.36	334.98	254.64	172.57	103.38	105.56	636.19
5.038000	139.25	131.43	32.63	32.34	335.66	254.20	172.68	103.30	105.26	635.47
5.040000	139.41	131.70	32.49	32.42	336.04	254.20	172.55	103.38	105.09	635.25
5.042000	139.85	131.75	32.63	32.80	337.05	253.74	172.46	103.52	104.87	634.62
5.044000	139.96	132.21	32.82	32.55	337.56	253.49	172.52	103.43	104.76	634.24
5.046000	140.13	132.50	32.96	32.72	338.32	253.41	172.19	103.46	104.65	633.74
5.048000	140.38	132.66	33.20	32.85	339.11	253.14	172.38	103.11	104.43	633.08
5.050000	140.79	132.61	33.12	33.07	339.61	252.73	172.24	103.27	104.43	632.70
5.052000	141.12	132.88	33.26	33.04	340.31	252.89	171.83	103.16	104.40	632.32
5.054000	141.34	133.33	33.48	32.83	340.99	252.51	171.94	103.22	104.01	631.71
5.056000	141.28	133.06	33.31	32.88	340.56	252.62	171.80	102.94	104.01	631.41
5.058000	141.45	133.52	33.70	33.04	341.72	252.21	171.75	103.00	103.90	630.89
5.060000	141.75	133.62	33.64	33.18	342.21	252.24	171.39	103.22	104.26	631.14
5.062000	142.16	133.81	33.70	33.45	343.14	252.05	171.91	103.08	103.85	630.92
5.064000	142.36	134.10	33.81	33.45	343.73	251.85	171.64	103.08	103.99	630.59
5.066000	142.58	134.32	33.91	33.53	344.36	251.83	171.48	102.89	103.79	630.01
5.068000	142.88	134.67	33.89	33.69	345.14	251.50	171.56	103.05	103.65	629.79
5.070000	142.96	134.69	34.13	33.64	345.44	251.39	171.45	102.94	103.46	629.27
5.072000	143.21	134.83	34.00	33.61	345.66	251.04	171.69	102.91	103.49	629.16
5.074000	143.43	135.01	34.24	33.69	346.40	250.95	171.37	103.00	103.30	628.64
5.076000	143.37	135.09	34.41	33.59	346.48	250.63	171.31	103.11	103.35	628.42
5.078000	143.68	135.39	34.46	33.78	347.32	250.13	171.31	103.16	103.13	627.77
5.080000	143.98	135.57	34.27	33.91	347.75	250.08	171.37	102.89	102.91	627.27
5.082000	144.03	135.68	34.52	33.91	348.16	250.05	171.34	103.02	102.74	627.19
5.084000	144.39	135.95	34.46	33.88	348.70	249.81	171.31	102.94	102.83	626.92
5.086000	144.58	135.98	34.74	34.13	349.44	249.31	170.95	103.05	102.72	626.07
5.088000	144.83	136.22	34.65	34.24	349.96	249.07	171.20	102.86	102.30	625.46
5.090000	145.08	136.35	34.63	34.35	350.42	248.74	170.98	102.75	102.47	624.97
5.092000	145.57	136.59	34.95	34.24	351.37	248.50	170.87	102.86	102.38	624.64
5.094000	145.57	136.54	34.98	34.78	351.89	248.17	170.93	103.02	102.38	624.53
5.096000	145.60	136.88	35.17	34.78	352.46	247.89	170.68	103.00	102.14	623.74
5.098000	145.90	137.15	35.15	34.73	352.94	247.59	170.54	102.83	101.83	622.83
5.100000	146.23	137.34	35.17	34.89	353.65	247.02	170.60	102.83	101.91	622.39
5.102000	146.76	137.31	35.09	35.05	354.23	246.64	170.38	102.91	101.64	621.60
5.104000	146.73	137.93	35.34	34.97	354.98	246.42	170.35	102.72	101.72	621.24
5.106000	146.92	137.82	35.34	34.94	355.04	246.26	170.24	102.80	101.56	620.89
5.108000	147.28	138.11	35.61	35.13	356.15	245.93	170.16	102.91	101.61	620.64
5.110000	147.44	138.35	35.64	35.08	356.53	245.87	170.35	102.94	101.39	620.58
5.112000	147.77	138.73	35.77	35.08	357.37	245.82	170.16	102.89	101.61	620.50
5.114000	147.83	138.81	35.94	35.21	357.81	245.60	170.29	103.11	101.39	620.42
5.116000	148.10	138.81	35.88	35.21	358.03	245.49	170.49	103.02	101.50	620.53
5.118000	148.21	138.97	36.27	35.32	358.79	245.27	170.51	103.02	101.75	620.59
5.120000	148.40	139.29	36.08	35.19	358.98	245.57	170.62	103.08	101.58	620.89
5.122000	148.62	139.40	36.13	35.54	359.71	245.38	170.84	103.30	101.56	621.11
5.124000	148.98	139.56	36.13	35.43	360.12	245.49	170.90	103.27	101.83	621.52
5.126000	149.01	139.48	36.43	35.62	360.56	245.55	170.82	103.49	101.86	621.74
5.128000	149.04	139.77	36.43	35.32	360.58	245.46	170.87	103.46	102.05	621.88
5.130000	149.53	139.82	36.38	35.59	361.35	245.57	171.17	103.49	102.03	622.29
5.132000	149.72	139.99	36.59	35.51	361.84	245.57	171.20	103.41	102.38	622.60
5.134000	149.53	140.28	36.54	35.59	361.96	245.60	171.06	103.63	102.44	622.76
5.136000	150.11	140.55	36.59	35.68	362.95	245.49	171.31	103.68	102.33	622.84
5.138000	150.08	140.33	36.76	35.65	362.84	245.55	171.42	103.93	102.14	623.06
5.140000	150.44	140.47	36.57	35.87	363.36	245.71	171.48	103.82	102.27	623.31
5.142000	150.47	140.87	36.76	35.78	363.90	245.85	171.53	103.74	102.55	623.69
5.144000	150.88	141.13	36.76	36.14	364.93	245.76	171.48	103.74	102.47	623.47
5.146000	150.99	141.35	37.03	36.03	365.42	245.74	171.64	103.98	102.55	623.94
5.148000	151.21	141.32	37.03	36.14	365.72	245.82	171.45	103.93	102.77	624.00
5.150000	151.40	141.43	37.20	36.38	366.43	245.71	171.80	104.12	102.74	624.41
5.152000	151.57	141.56	37.31	36.03	366.48	245.71	171.69	104.07	102.69	624.19
5.154000	151.90	141.70	37.50	36.16	367.27	245.85	171.61	104.12	103.16	624.77
5.156000	151.98	142.04	37.63	36.41	368.08	245.85	171.72	104.09	102.94	624.63
5.158000	152.20	141.99	37.31	36.38	367.90	245.87	171.72	104.42	102.77	624.82
5.160000	152.34	142.23	37.42	36.52	368.52	245.93	171.67	104.37	102.99	624.99
5.162000	152.58	142.18	37.74	36.55	369.07	245.90	171.78	104.26	103.13	625.10
5.164000	152.50	142.47	37.63	36.57	369.20	245.87	171.61	104.31	103.16	624.99
5.166000	152.50	142.50	37.44	36.57	369.03	246.15	171.83	104.15	103.21	625.37
5.168000	152.94	142.60	37.47	36.71	369.74	245.98	171.80	104.42	103.21	625.45
5.170000	152.80	142.55	37.96	36.52	369.85	246.06	171.58	104.37	103.27	625.32
5.172000	153.16	142.60	37.85	36.76	370.40	245.93	171.69	104.20	103.24	625.10
5.174000	153.11	142.74	37.94	36.79	370.59	245.85	171.56	104.37	103.38	625.18
5.176000	152.94	142.63	38.04	36.84	370.48	245.60	171.39	104.48	103.32	624.82
5.178000	153.30	142.93	38.15	36.46	370.86	245.46	171.37	104.39	103.41	624.66
5.180000	153.27	142.71	38.07	36.74	370.81	245.49	171.37	104.26	103.60	624.74
5.182000	153.49	143.03	38.26	36.63	371.43	245.68	171.48	104.48	103.35	625.02
5.184000	153.44	142.98	38.18	36.60	371.21	245.60	171.42	104.37	103.46	624.88
5.186000	153.52	143.09	38.65	36.71	371.98	245.49	171.58	104.72	103.38	625.21
5.188000	153.55	143.09	38.29	36.68	371.62	245.74	171.58	104.78	103.74	625.87
5.190000	153.71	143.19	38.43	36.60	371.95	245.52	171.72	104.86	103.71	625.84
5.192000	153.74	143.30	38.29	36.74	372.08	245.65	171.94	104.86	104.01	626.50
5.194000	153.55	143.27	38.40	36.60	371.84	245.71	172.30	105.08	103.96	627.08
5.196000	153.74	143.33	38.62	36.65	372.36	245.68	172.33	105.13	104.37	627.55
5.198000	153.74	143.35	38.56	36.93	372.60	245.90	172.55	105.19	104.37	628.04
5.200000	153.63	143.46	38.51	36.57	372.19	245.90	172.60	105.44	104.62	628.59
5.202000	153.79	143.43	38.56	36.71	372.52	245.85	172.82	105.24	104.62	628.56
5.204000	153.71	143.27	38.54	36.68	372.22	246.09	173.10	105.27	104.87	629.36
5.206000	153.55	143.35	38.24	36.65	371.81	246.36	173.10	105.79	104.98	630.26
5.208000	153.74	143.25	38.56	36.60	372.17	246.28	173.34	105.71	105.15	630.51
5.210000	153.66	143.43	38.51	36.74	372.35	246.58	173.45	105.90	105.15	631.12
5.212000	153.85	143.41	38.65	36.63	372.55	246.36	173.64	105.68	105.34	631.06
5.214000	153.71	143.14	38.78	36.79	372.44	246.56	173.62	105.71	105.64	631.56
5.216000	153.60	143.49	38.48	36.87	372.46	246.64	173.59	105.98	105.81	632.05
5.218000	153.82	143.25	38.65	36.84	372.58	246.91	173.95	105.90	105.97	632.77
5.220000	153.85	143.51	38.70	36.71	372.79	246.80	174.14	106.07	105.97	633.01
5.222000	153.63	143.78	38.56	36.84	372.84	247.35	174.00	106.04	106.03	633.45
5.224000	153.82	143.67	38.89	36.90	373.30	247.32	174.33	106.09	106.11	633.89
5.226000	154.26	143.70	38.87	36.90	373.74	247.29	174.52	106.31	106.28	634.44
5.228000	154.18	143.83	38.95	36.84	373.82	247.54	174.63	106.31	106.66	635.18
5.230000	154.26	144.10	38.81	36.87	374.06	247.46	175.07	106.51	106.80	635.87
5.232000	154.59	144.42	38.97	36.82	374.82	247.79	175.13	106.59	106.94	636.47
5.234000	154.65	144.32	39.08	36.82	374.88	247.87	175.70	106.75	106.94	637.30
5.236000	154.89	144.53	39.00	37.01	375.45	248.11	175.73	107.11	107.41	638.40
5.238000	154.67	144.74	39.03	36.90	375.36	248.17	175.98	107.00	107.44	638.61
5.240000	154.81	144.80	39.19	37.25	376.07	248.44	176.47	107.22	107.41	639.57
5.242000	155.17	144.74	39.49	36.90	376.32	248.36	176.58	107.33	107.55	639.85
5.244000	155.20	144.93	39.38	36.93	376.45	249.04	176.80	107.71	107.91	641.50
5.246000	155.09	145.22	39.30	37.12	376.75	248.85	177.16	107.77	108.24	642.05
5.248000	155.55	145.06	39.33	37.03	377.00	249.21	177.30	107.69	108.54	642.76
5.250000	155.39	145.22	39.55	36.95	377.13	249.10	177.96	108.07	108.51	643.67
5.252000	155.50	145.49	39.60	37.09	377.70	249.53	178.18	108.48	108.85	645.07
5.254000	155.64	145.49	39.52	37.12	377.78	249.48	178.40	108.04	108.85	644.79
5.256000	155.72	145.63	39.79	36.95	378.11	249.75	178.59	108.48	109.18	646.03
5.258000	155.50	145.65	39.66	36.98	377.81	249.83	178.73	108.45	109.40	646.44
5.260000	155.58	145.71	39.38	37.14	377.83	250.30	179.00	108.54	109.23	647.10
5.262000	155.80	145.81	39.55	37.22	378.40	250.24	179.49	108.75	109.29	647.81
5.264000	155.80	145.95	39.74	37.14	378.65	250.27	179.74	108.92	109.73	648.69
5.266000	155.80	146.21	39.74	37.31	379.08	250.52	180.04	108.89	109.84	649.32
5.268000	156.05	146.24	39.88	37.09	379.27	250.65	180.21	109.06	110.23	650.18
5.270000	155.91	146.35	39.90	37.28	379.46	250.90	180.48	109.47	110.14	651.02
5.272000	156.32	146.37	40.01	37.25	379.98	251.06	180.89	109.55	110.23	651.77
5.274000	156.02	146.40	39.85	37.33	379.62	251.20	181.22	109.80	110.58	652.84
5.276000	156.24	146.61	40.04	37.28	380.19	251.06	181.64	109.80	110.45	652.97
5.278000	156.32	146.77	40.29	37.06	380.46	251.06	182.08	110.13	110.70	653.99
5.280000	156.41	146.88	40.26	37.12	380.68	251.39	182.51	110.29	110.83	655.06
5.282000	156.32	146.83	40.31	37.47	380.95	251.66	182.82	110.35	111.05	655.91
5.284000	156.49	146.99	40.37	37.44	381.31	251.83	183.04	110.37	111.28	656.54
5.286000	156.46	147.31	40.70	37.17	381.66	252.24	183.64	110.51	111.22	657.64
5.288000	156.87	147.31	40.53	37.20	381.93	252.05	183.89	110.78	111.33	658.08
5.290000	156.63	147.50	40.72	37.20	382.06	252.24	183.94	110.84	111.30	658.35
5.292000	156.85	147.74	40.75	37.33	382.69	252.56	184.55	111.06	111.83	660.03
5.294000	156.90	147.76	40.97	37.28	382.93	252.73	184.63	111.11	111.94	660.44
5.296000	156.96	147.95	40.70	36.95	382.57	252.92	184.93	111.28	112.05	661.21
5.298000	157.34	148.16	41.11	37.41	384.05	253.03	185.12	111.33	112.05	661.57
5.300000	157.28	148.43	41.33	37.33	384.40	253.19	185.32	111.39	112.16	662.09
5.302000	157.34	148.38	41.46	37.31	384.51	253.36	185.43	111.39	112.24	662.44
5.304000	157.53	148.46	41.35	37.31	384.67	253.82	185.92	111.39	112.49	663.65
5.306000	157.67	148.81	41.38	37.41	385.29	253.99	185.89	111.50	112.66	664.06
5.308000	157.81	148.99	41.79	37.22	385.84	254.23	186.63	111.85	112.93	665.68
5.310000	157.89	149.18	41.79	37.50	386.38	254.45	186.66	111.85	112.90	665.90
5.312000	158.03	149.21	41.71	37.28	386.24	254.72	186.91	111.88	113.15	666.70
5.314000	158.25	149.63	42.01	37.39	387.30	255.32	187.18	111.94	113.24	667.71
5.316000	158.58	149.80	42.01	37.33	387.73	255.57	187.57	112.18	113.54	668.89
5.318000	158.88	150.09	42.07	37.28	388.33	255.92	187.84	112.32	114.15	670.27
5.320000	158.93	150.33	42.23	37.39	388.90	256.36	188.06	112.43	114.53	671.42
5.322000	159.13	150.49	42.45	37.28	389.36	257.07	188.50	112.26	114.81	672.68
5.324000	159.37	150.86	42.69	37.60	390.56	257.21	188.72	112.81	115.14	673.92
5.326000	159.81	151.27	42.67	37.55	391.32	257.84	189.44	113.03	115.58	675.92
5.328000	160.09	151.64	42.94	37.82	392.51	257.97	189.38	113.09	115.58	676.06
5.330000	160.09	151.48	42.99	37.77	392.35	258.36	189.66	113.09	115.83	676.96
5.332000	160.50	152.01	43.19	37.79	393.52	258.63	189.98	113.42	116.13	678.20
5.334000	160.72	152.23	43.38	37.85	394.20	258.93	190.07	113.33	116.36	678.72
5.336000	160.75	152.55	43.57	37.63	394.52	259.15	190.15	113.50	116.47	679.30
5.338000	161.13	152.66	43.76	37.85	395.42	259.48	190.64	113.64	116.60	680.39
5.340000	161.46	152.76	43.65	37.93	395.83	260.05	190.84	113.80	116.85	681.57
5.342000	161.63	153.06	43.92	37.98	396.61	260.10	190.92	113.91	116.91	681.87
5.344000	161.88	153.08	44.14	38.26	397.38	260.46	191.14	113.80	117.13	682.56
5.346000	162.01	153.46	44.20	38.20	397.89	260.79	191.69	113.91	117.16	683.57
5.348000	162.15	153.72	44.31	38.07	398.27	260.79	191.47	113.99	117.46	683.74
5.350000	162.51	153.70	44.64	38.12	398.98	261.06	191.74	114.10	117.54	684.48
5.352000	162.84	154.07	44.39	38.09	399.41	261.44	192.15	114.27	117.60	685.49
5.354000	163.20	154.18	44.55	38.36	400.31	261.66	192.35	114.02	117.68	685.74
5.356000	162.95	154.15	44.85	38.39	400.37	261.63	192.43	114.07	117.93	686.10
5.358000	163.14	154.42	44.58	38.36	400.53	261.80	192.95	114.24	118.12	687.14
5.360000	163.17	154.58	44.47	38.58	400.82	262.34	192.90	114.24	118.01	687.52
5.362000	163.50	154.31	45.02	38.53	401.38	262.45	193.09	114.18	118.18	687.94
