Time s	       Force Beam 1Å  N	Force Beam 2Å  N	Force Beam 3Å  N	Force Beam 4Å N	       Vertical ForceÅ  N	Force Beam 1Ç N	Force Beam 2Ç N	Force Beam 3Ç N	Force Beam 4Ç N	Vertical ForceÇ N
0.000000	90.59	177.09	172.91	68.83	509.44	 158.66	221.62	      142.26	90.68	        613.25
0.002000	90.73	177.06	172.91	69.10	509.82	158.42	221.51	142.57	90.73	613.26
0.004000	90.64	176.93	172.86	69.15	509.60	158.23	221.65	142.37	90.70	612.98
0.006000	90.75	176.74	172.86	69.21	509.58	158.09	221.68	142.59	90.51	612.90
0.008000	90.56	176.69	173.02	69.10	509.39	157.84	221.68	142.54	90.37	612.46
0.010000	90.84	176.50	172.83	69.26	509.45	157.49	221.57	142.54	90.40	612.02
0.012000	90.81	176.15	172.83	69.48	509.29	157.16	221.76	142.84	90.21	612.00
0.014000	90.86	176.07	172.80	69.32	509.08	156.67	221.59	142.76	90.07	611.12
0.016000	90.89	175.86	172.50	69.40	508.67	156.50	221.46	142.70	89.68	610.38
0.018000	90.78	175.83	172.88	69.32	508.83	155.90	221.81	143.03	89.99	610.77
0.020000	90.64	175.51	172.86	69.45	508.49	155.55	221.70	143.14	89.79	610.22
0.022000	90.75	175.06	172.39	69.75	507.97	155.03	221.59	143.17	89.96	609.78
0.024000	90.86	175.03	172.42	69.48	507.81	154.73	221.57	143.33	89.60	609.26
0.026000	90.95	174.65	172.39	69.86	507.87	154.48	221.70	143.53	89.52	609.26
0.028000	90.70	174.52	172.58	69.75	507.58	154.16	221.65	143.47	89.41	608.71
0.030000	90.73	174.23	172.44	69.86	507.28	153.96	221.81	143.69	89.43	608.93
0.032000	90.73	174.01	172.28	69.75	506.79	153.99	221.90	143.72	89.49	609.12
0.034000	90.56	173.72	172.34	69.64	506.28	153.99	221.92	143.83	89.49	609.26
0.036000	90.64	173.40	172.23	69.80	506.10	153.66	222.01	143.69	89.24	608.63
0.038000	90.64	173.34	172.20	69.97	506.18	153.50	222.34	144.18	89.30	609.35
0.040000	90.62	173.16	172.31	69.75	505.86	153.31	222.34	144.05	89.52	609.24
0.042000	90.56	172.78	172.20	70.02	505.59	153.25	222.25	144.18	89.24	608.96
0.044000	90.51	172.54	172.09	69.86	505.02	153.25	222.39	144.29	89.16	609.13
0.046000	90.37	172.41	171.82	70.02	504.64	153.09	222.39	144.46	89.30	609.26
0.048000	90.48	172.25	171.95	70.02	504.73	153.28	222.80	144.62	89.54	610.28
0.050000	90.37	171.90	171.84	70.21	504.35	153.20	222.77	144.73	89.21	609.95
0.052000	90.31	171.66	171.87	70.13	504.00	153.06	222.88	144.79	89.63	610.39
0.054000	90.04	171.61	171.82	70.10	503.59	153.31	223.21	144.95	89.57	611.08
0.056000	90.26	171.31	171.90	70.18	503.68	153.39	223.16	144.79	89.43	610.80
0.058000	90.04	171.15	171.73	70.18	503.13	153.28	223.21	144.57	89.74	610.83
0.060000	89.98	170.78	171.76	70.35	502.90	153.14	223.49	145.20	89.74	611.60
0.062000	90.23	170.51	171.87	70.32	502.96	153.25	223.21	145.23	89.79	611.52
0.064000	89.98	170.40	171.73	70.43	502.58	153.28	223.46	145.17	89.74	611.68
0.066000	89.87	170.35	171.65	70.46	502.36	153.34	223.71	145.42	89.79	612.29
0.068000	89.71	169.92	171.68	70.62	501.95	153.42	223.74	145.42	89.77	612.37
0.070000	89.85	169.58	171.51	70.51	501.47	153.53	224.01	145.61	89.88	613.05
0.072000	89.82	169.68	171.43	70.78	501.74	153.55	224.15	145.64	89.93	613.30
0.074000	89.71	169.39	171.54	71.00	501.66	153.83	224.56	145.55	90.15	614.13
0.076000	89.87	169.07	171.49	70.95	501.40	153.58	224.40	145.77	90.04	613.82
0.078000	89.63	168.85	171.54	70.97	501.02	153.64	224.67	145.83	89.85	614.01
0.080000	89.65	168.72	171.32	70.89	500.61	153.61	224.53	146.08	89.96	614.21
0.082000	89.54	168.56	171.57	70.89	500.59	153.77	224.86	146.27	89.96	614.89
0.084000	89.71	168.29	171.49	71.05	500.57	153.75	224.72	146.32	90.26	615.09
0.086000	89.60	168.16	171.02	71.05	499.86	153.96	225.03	146.21	90.24	615.47
0.088000	89.49	167.84	171.32	71.08	499.76	153.94	224.94	146.43	90.24	615.58
0.090000	89.54	167.41	171.19	71.16	499.33	153.88	225.19	146.49	90.59	616.19
0.092000	89.32	167.57	171.21	71.33	499.46	153.72	225.63	146.49	90.51	616.38
0.094000	89.27	167.22	171.13	71.38	499.03	154.10	225.69	146.76	90.29	616.87
0.096000	89.38	166.77	170.94	71.33	498.44	153.94	225.52	146.60	90.29	616.38
0.098000	89.19	166.66	170.94	71.35	498.17	153.94	225.69	146.95	90.48	617.09
0.100000	88.97	166.34	170.83	71.38	497.54	153.99	226.02	146.82	90.62	617.48
0.102000	89.05	166.39	170.72	71.27	497.46	153.88	225.93	146.87	90.68	617.39
0.104000	89.02	166.21	170.61	71.54	497.41	154.05	225.85	146.65	90.73	617.31
0.106000	88.94	165.91	170.69	71.35	496.92	154.29	226.13	147.17	90.68	618.30
0.108000	88.88	165.41	170.61	71.60	496.52	154.18	226.26	147.20	90.65	618.33
0.110000	88.69	165.33	170.48	71.60	496.11	154.54	226.34	147.14	90.59	618.65
0.112000	88.77	165.33	170.56	71.60	496.28	154.43	226.29	147.23	90.84	618.82
0.114000	88.61	164.87	170.48	71.57	495.55	154.37	226.62	147.36	90.62	619.01
0.116000	88.36	164.68	170.42	71.68	495.17	154.35	226.62	147.20	90.98	619.18
0.118000	88.47	164.44	170.26	71.71	494.90	154.32	226.65	147.42	90.84	619.26
0.120000	88.47	164.36	170.37	71.65	494.88	154.32	226.78	147.28	91.15	619.56
0.122000	88.39	164.20	170.07	71.46	494.14	154.37	226.87	147.47	90.51	619.26
0.124000	88.06	164.10	170.09	71.71	493.98	154.37	226.81	147.47	91.01	619.70
0.126000	87.98	163.78	170.01	71.65	493.44	154.48	227.03	147.53	90.95	620.03
0.128000	88.06	163.67	170.15	71.57	493.47	154.51	227.20	147.36	91.04	620.14
0.130000	88.28	163.56	169.90	71.57	493.34	154.81	227.11	147.42	91.06	620.44
0.132000	88.03	163.40	170.01	71.76	493.23	154.70	227.22	147.61	91.06	620.63
0.134000	87.84	163.35	169.98	71.76	492.95	154.51	227.36	147.58	91.15	620.63
0.136000	87.78	163.35	169.87	71.65	492.68	154.62	227.39	147.69	91.17	620.91
0.138000	87.78	163.08	169.74	71.54	492.17	154.73	227.42	147.64	91.09	620.91
0.140000	87.73	162.92	169.79	71.71	492.17	154.84	227.47	147.75	91.23	621.32
0.142000	87.73	162.76	169.74	71.92	492.17	154.76	227.58	148.02	91.26	621.65
0.144000	87.73	162.71	169.68	71.71	491.85	154.97	227.77	147.94	91.28	622.00
0.146000	87.51	162.39	169.71	71.81	491.44	155.17	227.83	147.80	91.42	622.25
0.148000	87.56	162.71	169.79	71.79	491.87	155.14	227.86	147.86	91.39	622.28
0.150000	87.56	162.41	169.71	71.87	491.58	154.84	227.80	147.86	91.51	622.03
0.152000	87.67	162.49	169.74	72.11	492.04	155.00	227.86	147.86	91.62	622.36
0.154000	87.81	162.39	169.68	71.84	491.74	155.14	227.99	147.91	91.78	622.86
0.156000	87.62	162.22	169.60	72.17	491.64	155.22	227.83	148.00	91.53	622.61
0.158000	87.54	162.12	169.68	72.14	491.50	155.30	228.21	147.86	91.75	623.16
0.160000	87.62	162.04	169.57	71.87	491.12	155.14	228.10	148.24	91.73	623.24
0.162000	87.62	162.01	169.49	72.14	491.29	155.41	228.27	147.91	92.03	623.65
0.164000	87.56	161.69	169.44	72.19	490.91	155.22	228.05	147.80	91.95	623.05
0.166000	87.51	161.82	169.38	72.06	490.80	155.69	228.62	148.16	92.06	624.56
0.168000	87.84	161.56	169.41	72.09	490.91	155.47	228.35	148.00	91.95	623.79
0.170000	87.51	161.29	169.30	72.19	490.32	155.63	228.27	148.05	91.97	623.95
0.172000	87.45	161.16	169.08	72.30	490.02	155.47	228.35	147.86	92.11	623.82
0.174000	87.51	161.26	169.33	72.41	490.53	155.96	228.38	147.67	92.55	624.59
0.176000	87.56	161.26	169.24	72.41	490.51	155.99	228.40	147.97	92.20	624.58
0.178000	87.56	161.05	169.08	72.44	490.16	155.69	228.60	147.86	92.06	624.23
0.180000	87.70	161.21	169.35	72.68	490.97	156.23	228.60	147.75	92.11	624.72
0.182000	87.54	160.83	169.05	72.76	490.21	156.12	228.35	147.69	92.22	624.42
0.184000	87.70	160.73	169.14	72.63	490.22	155.90	228.38	147.83	92.31	624.45
0.186000	87.73	160.73	169.08	72.85	490.41	155.96	228.54	147.50	92.33	624.37
0.188000	87.62	160.78	168.89	72.93	490.24	156.23	228.32	147.69	92.39	624.67
0.190000	87.73	160.65	168.97	72.95	490.33	156.15	228.21	147.61	92.14	624.14
0.192000	87.84	160.46	168.97	73.12	490.41	156.20	228.27	147.56	92.47	624.53
0.194000	87.87	160.49	168.64	73.01	490.03	156.37	228.10	147.36	92.36	624.23
0.196000	87.84	160.17	168.73	73.14	489.90	156.26	228.38	147.53	92.39	624.58
0.198000	87.67	160.25	168.81	73.23	489.98	156.48	228.02	147.28	92.39	624.20
0.200000	87.59	160.03	168.78	73.23	489.65	156.34	227.83	147.31	92.31	623.82
0.202000	87.67	159.98	168.64	73.23	489.55	156.42	227.94	147.14	92.42	623.95
0.204000	87.73	159.87	168.42	73.33	489.38	156.34	227.94	147.34	92.50	624.15
0.206000	87.62	159.82	168.42	73.55	489.44	156.56	227.50	147.17	92.66	623.93
0.208000	87.70	159.85	168.48	73.55	489.60	156.56	227.64	146.87	92.64	623.73
0.210000	87.81	159.44	168.40	73.66	489.34	156.61	227.55	146.90	92.53	623.62
0.212000	87.84	159.42	168.18	73.55	489.01	156.70	227.61	146.76	92.55	623.65
0.214000	87.62	159.28	167.99	73.88	488.79	156.94	227.39	146.82	92.44	623.62
0.216000	87.56	158.96	167.99	73.82	488.36	156.56	227.31	146.68	92.33	622.91
0.218000	87.73	158.94	168.04	74.09	488.83	156.80	227.44	146.60	92.42	623.29
0.220000	87.78	158.88	167.93	74.31	488.94	156.78	227.06	146.43	92.47	622.77
0.222000	87.70	158.78	168.01	73.99	488.50	156.56	226.89	146.35	92.55	622.39
0.224000	87.56	158.86	167.85	73.90	488.20	156.78	227.00	146.38	92.44	622.63
0.226000	87.73	158.32	167.90	74.04	488.02	156.78	227.06	146.51	92.72	623.10
0.228000	87.73	158.56	167.55	74.15	488.01	157.00	226.89	146.49	92.66	623.07
0.230000	87.78	158.11	167.60	74.20	487.72	156.75	226.62	146.08	92.50	621.98
0.232000	87.84	158.24	167.60	74.31	488.02	156.89	226.65	146.19	92.66	622.42
0.234000	87.81	158.22	167.36	74.31	487.72	156.83	226.59	146.27	92.75	622.47
0.236000	87.84	158.05	167.39	74.37	487.67	156.83	226.43	145.94	92.66	621.89
0.238000	88.20	158.03	167.30	74.72	488.27	156.70	226.59	145.99	92.50	621.81
0.240000	88.00	157.89	167.08	74.53	487.54	156.83	226.34	145.86	92.58	621.65
0.242000	87.89	157.95	167.22	74.53	487.62	156.78	226.26	145.97	92.61	621.65
0.244000	88.11	157.81	167.08	74.72	487.76	156.89	226.18	145.86	92.72	621.67
0.246000	88.00	157.68	167.14	74.75	487.59	157.02	226.02	146.10	92.75	621.92
0.248000	88.14	158.00	166.92	74.91	488.00	156.91	225.91	145.72	92.72	621.29
0.250000	88.17	157.79	167.00	74.99	487.97	157.05	226.07	145.88	92.69	621.73
0.252000	88.33	157.79	166.70	75.07	487.92	157.08	225.80	145.75	92.78	621.43
0.254000	88.31	157.60	166.76	75.13	487.81	157.00	225.71	145.83	92.55	621.12
0.256000	88.53	157.52	166.62	75.18	487.87	156.78	225.71	145.58	92.53	620.63
0.258000	88.58	157.79	166.54	75.34	488.27	156.94	225.74	145.75	92.83	621.29
0.260000	88.86	157.73	166.43	75.75	488.79	156.91	225.77	145.66	92.66	621.04
0.262000	88.47	157.71	166.29	75.70	488.19	156.89	225.33	145.28	92.83	620.36
0.264000	88.94	157.71	166.21	75.78	488.66	157.00	225.30	145.23	92.61	620.16
0.266000	88.77	157.57	166.40	75.72	488.50	156.86	225.36	145.31	92.78	620.33
0.268000	88.91	157.55	166.24	75.83	488.55	157.02	225.19	145.42	92.83	620.49
0.270000	89.10	157.39	165.96	75.94	488.42	156.89	225.14	145.44	92.61	620.11
0.272000	89.38	157.79	165.96	76.02	489.18	156.78	225.11	145.06	92.58	619.56
0.274000	89.60	157.52	165.80	76.10	489.05	157.11	224.67	145.23	92.61	619.64
0.276000	89.46	157.28	165.72	76.32	488.80	157.24	224.78	144.95	92.72	619.72
0.278000	89.68	157.31	165.53	76.54	489.08	157.08	224.61	145.12	92.72	619.56
0.280000	89.60	157.36	165.42	76.70	489.10	156.70	224.37	145.01	92.66	618.77
0.282000	89.71	157.31	165.20	76.76	488.99	156.97	224.42	145.01	92.58	619.01
0.284000	89.96	157.25	165.06	76.70	488.99	157.02	224.26	144.87	92.61	618.79
0.286000	90.12	157.28	164.81	76.86	489.10	157.02	224.09	144.65	92.55	618.35
0.288000	90.04	157.09	164.79	76.97	488.91	156.89	223.93	144.73	92.53	618.10
0.290000	90.15	157.36	164.60	77.14	489.26	157.05	223.71	144.76	92.64	618.19
0.292000	90.29	157.17	164.81	77.35	489.65	157.08	223.85	144.73	92.58	618.27
0.294000	90.48	156.96	164.57	77.33	489.36	156.94	223.71	144.40	92.47	617.56
0.296000	90.53	157.07	164.38	77.57	489.57	156.91	223.63	144.43	92.61	617.61
0.298000	90.75	157.12	163.94	77.71	489.54	156.72	223.19	144.57	92.50	617.01
0.300000	90.70	157.36	164.10	77.79	489.97	156.89	223.19	144.51	92.61	617.23
0.302000	90.78	157.31	163.99	77.60	489.70	157.02	223.24	144.18	92.42	616.90
0.304000	91.06	157.07	164.10	77.79	490.04	156.91	223.16	144.27	92.17	616.54
0.306000	91.28	157.04	163.61	77.92	489.87	157.00	222.88	144.07	92.39	616.37
0.308000	91.14	157.04	163.88	77.87	489.95	156.83	222.77	143.88	92.47	615.99
0.310000	91.44	157.20	163.88	78.22	490.77	156.80	222.83	143.85	92.17	615.69
0.312000	91.41	157.31	163.58	78.11	490.44	156.94	222.50	144.07	92.39	615.93
0.314000	91.80	157.36	163.72	78.44	491.34	156.61	222.50	143.96	92.44	615.55
0.316000	91.80	157.17	163.77	78.28	491.05	156.75	222.45	143.88	92.39	615.50
0.318000	91.85	157.31	163.77	78.71	491.67	156.70	222.28	143.63	92.39	615.03
0.320000	92.24	157.31	163.56	78.66	491.78	156.83	222.09	143.91	92.36	615.22
0.322000	92.24	157.47	163.34	78.87	491.94	156.56	222.03	143.96	92.28	614.87
0.324000	92.29	157.68	163.47	79.04	492.51	156.61	222.09	143.74	92.39	614.87
0.326000	92.35	157.71	163.45	79.01	492.54	156.75	221.81	143.96	92.17	614.73
0.328000	92.51	157.89	163.61	79.36	493.40	156.72	221.73	143.74	92.14	614.37
0.330000	92.57	157.79	163.61	79.31	493.30	156.75	221.59	143.42	92.28	614.07
0.332000	92.70	157.92	163.50	79.42	493.57	156.70	221.68	143.69	92.08	614.18
0.334000	92.90	157.89	163.67	79.55	494.03	156.61	221.51	143.42	91.95	613.52
0.336000	93.12	157.79	163.56	79.55	494.04	156.53	221.51	143.63	91.95	613.66
0.338000	93.14	157.95	163.45	79.90	494.47	156.70	221.24	143.28	92.28	613.52
0.340000	93.23	157.89	163.47	79.82	494.44	156.26	221.13	143.33	92.06	612.81
0.342000	93.01	158.00	163.61	80.12	494.77	156.67	221.10	143.22	92.06	613.08
0.344000	93.31	157.95	163.72	80.15	495.15	156.72	220.77	143.42	91.86	612.80
0.346000	93.34	157.84	163.56	80.20	494.96	156.34	220.61	143.03	92.08	612.09
0.348000	93.47	158.14	163.56	80.23	495.42	156.29	220.44	142.98	92.03	611.76
0.350000	93.58	157.89	163.75	80.50	495.75	156.23	220.36	143.33	91.73	611.68
0.352000	93.69	157.73	163.58	80.61	495.65	156.53	220.47	142.95	91.84	611.82
0.354000	93.78	157.92	163.45	80.58	495.75	156.20	220.25	143.11	91.86	611.46
0.356000	93.83	157.95	163.67	80.67	496.14	156.20	220.41	142.92	91.89	611.46
0.358000	93.83	157.68	163.58	80.48	495.60	156.23	219.97	142.84	91.73	610.80
0.360000	93.75	157.79	163.69	80.80	496.06	156.20	219.95	142.87	91.86	610.91
0.362000	93.83	157.92	163.42	80.91	496.11	156.42	219.75	142.70	91.81	610.72
0.364000	94.00	157.92	163.45	80.88	496.27	156.45	219.64	142.68	91.64	610.44
0.366000	94.11	157.68	163.50	81.15	496.47	156.34	219.48	142.81	91.95	610.61
0.368000	94.00	157.68	163.39	81.05	496.14	156.15	219.64	142.70	91.78	610.31
0.370000	94.22	157.87	163.47	81.37	496.95	156.23	219.51	142.68	91.78	610.23
0.372000	94.22	157.65	163.56	81.26	496.71	156.29	219.37	142.54	91.89	610.12
0.374000	94.13	157.49	163.56	81.24	496.44	156.29	219.18	142.54	91.73	609.76
0.376000	94.33	157.68	163.42	81.43	496.88	156.29	219.26	142.59	92.11	610.28
0.378000	94.13	157.84	163.72	81.59	497.31	156.34	219.18	142.37	91.78	609.70
0.380000	94.44	157.68	163.53	81.59	497.26	156.45	218.98	142.40	91.89	609.76
0.382000	94.57	157.57	163.64	81.59	497.40	156.18	218.93	142.32	91.67	609.13
0.384000	94.63	157.63	163.61	81.83	497.72	156.12	218.79	142.29	91.73	608.96
0.386000	94.49	157.76	163.69	81.64	497.61	156.50	218.93	142.48	91.73	609.67
0.388000	94.57	157.57	163.80	81.97	497.94	156.40	218.57	142.40	91.92	609.32
0.390000	94.77	157.57	163.67	82.19	498.22	156.26	218.52	141.99	91.95	608.74
0.392000	94.85	157.57	163.86	82.10	498.41	156.40	218.74	142.13	91.75	609.04
0.394000	94.88	157.71	163.83	82.27	498.71	156.20	218.68	142.21	91.89	609.02
0.396000	94.82	157.52	163.88	82.40	498.65	156.20	218.52	141.93	91.78	608.47
0.398000	95.10	157.55	164.16	82.51	499.34	156.23	218.35	142.24	91.62	608.47
0.400000	94.90	157.57	164.05	82.46	499.01	156.34	218.13	141.88	91.84	608.22
0.402000	94.88	157.49	164.10	82.62	499.12	156.40	218.00	141.88	91.89	608.19
0.404000	95.01	157.52	164.19	82.78	499.53	156.31	218.02	141.91	91.51	607.78
0.406000	95.07	157.25	164.13	82.62	499.10	156.09	217.94	141.91	91.89	607.87
0.408000	95.10	157.15	163.88	82.81	498.96	156.23	218.00	141.69	91.75	607.70
0.410000	94.99	157.15	164.16	82.73	499.04	156.18	218.02	141.58	91.64	607.45
0.412000	95.07	156.99	164.27	82.65	498.99	156.23	217.83	141.55	91.45	607.09
0.414000	94.88	156.83	164.35	82.78	498.86	156.18	217.94	141.80	91.73	607.67
0.416000	94.88	156.96	164.21	82.92	498.99	156.18	217.67	141.83	91.62	607.31
0.418000	94.66	157.07	164.24	82.89	498.88	156.01	217.64	141.66	91.75	607.10
0.420000	94.74	156.77	164.29	82.89	498.72	156.23	217.78	141.50	91.73	607.26
0.422000	94.82	156.83	164.49	82.86	499.02	155.88	217.56	141.61	91.62	606.68
0.424000	94.88	156.61	164.60	82.92	499.03	156.12	217.47	141.39	91.62	606.63
0.426000	94.82	156.69	164.57	82.86	498.97	156.07	217.39	141.39	91.45	606.33
0.428000	94.93	156.72	164.38	82.92	498.97	156.01	217.50	141.61	91.48	606.63
0.430000	94.66	156.83	164.70	83.05	499.27	155.79	217.23	141.36	91.39	605.81
0.432000	94.49	156.40	164.49	83.11	498.51	155.96	217.31	141.47	91.31	606.08
0.434000	94.44	156.40	164.57	83.05	498.48	155.96	217.34	141.36	91.31	606.00
0.436000	94.52	156.21	164.65	83.00	498.40	155.90	217.23	141.44	91.39	606.00
0.438000	94.57	156.34	164.46	83.11	498.51	155.82	217.20	141.39	91.53	605.97
0.440000	94.55	156.34	164.92	83.05	498.89	155.71	217.17	141.66	91.39	605.97
0.442000	94.49	156.21	164.68	82.89	498.30	155.99	217.06	141.36	91.17	605.61
0.444000	94.46	156.37	164.68	83.03	498.56	155.77	217.31	141.41	91.15	605.67
0.446000	94.16	156.40	164.76	82.81	498.15	155.74	217.39	141.25	91.28	605.70
0.448000	94.22	156.26	164.81	82.84	498.16	155.52	217.09	141.69	91.12	605.45
0.450000	94.27	156.24	164.98	82.78	498.30	155.71	217.12	141.44	91.12	605.42
0.452000	94.22	155.89	164.81	82.84	497.78	155.63	217.31	141.41	91.23	605.61
0.454000	94.16	156.18	165.09	83.00	498.46	155.60	217.14	141.47	91.20	605.45
0.456000	93.86	156.08	165.09	83.05	498.10	155.69	217.06	141.41	91.26	605.45
0.458000	94.05	155.97	165.20	82.84	498.08	155.60	217.34	141.66	91.23	605.86
0.460000	93.89	156.16	165.28	82.89	498.24	155.69	217.36	141.69	91.39	606.16
0.462000	93.86	155.89	165.17	82.78	497.73	155.69	217.17	141.50	91.23	605.61
0.464000	93.91	156.10	165.39	82.73	498.16	155.44	217.23	141.39	91.15	605.23
0.466000	93.72	155.84	165.28	82.57	497.43	155.47	217.50	141.72	91.39	606.11
0.468000	93.56	155.97	165.58	82.73	497.86	155.66	217.28	141.69	91.23	605.89
0.470000	93.53	155.94	165.53	82.48	497.51	155.52	217.47	141.66	91.20	605.89
0.472000	93.61	156.02	165.50	82.54	497.70	155.33	217.36	141.74	91.31	605.78
0.474000	93.47	155.97	165.61	82.73	497.81	155.33	217.78	141.74	91.45	606.33
0.476000	93.50	155.92	165.85	82.54	497.84	155.49	217.64	141.93	91.39	606.49
0.478000	93.39	155.92	165.83	82.70	497.86	155.66	217.78	141.99	91.45	606.90
0.480000	93.34	156.24	165.99	82.40	497.99	155.41	217.75	141.77	91.51	606.47
0.482000	93.23	156.08	165.74	82.35	497.42	155.69	217.61	142.10	91.59	607.01
0.484000	93.20	156.24	165.99	82.40	497.85	155.63	218.00	141.85	91.39	606.90
0.486000	93.17	155.92	166.18	82.51	497.81	155.74	218.02	142.04	91.34	607.18
0.488000	92.95	156.08	166.07	82.27	497.39	155.52	217.78	142.24	91.62	607.18
0.490000	93.12	155.92	166.37	82.10	497.54	155.79	217.78	141.91	91.56	607.07
0.492000	92.95	155.94	166.07	82.38	497.37	155.60	217.67	142.02	91.28	606.60
0.494000	92.73	156.29	166.40	82.32	497.77	155.69	217.89	141.93	91.62	607.15
0.496000	92.57	156.34	166.40	81.89	497.22	155.52	217.64	142.04	91.70	606.93
0.498000	92.62	156.34	166.51	82.13	497.63	155.74	217.91	142.18	91.53	607.40
0.500000	92.57	156.45	166.76	81.94	497.74	155.66	217.80	141.93	91.56	606.99
0.502000	92.37	156.18	166.95	82.02	497.55	155.77	217.91	141.99	91.62	607.32
0.504000	92.24	156.40	166.73	82.13	497.52	155.90	217.97	141.91	91.73	607.54
0.506000	92.32	156.40	167.17	81.67	497.58	155.88	217.78	141.91	91.51	607.10
0.508000	92.35	156.48	166.97	81.91	497.74	155.79	217.91	142.15	91.89	607.78
0.510000	92.43	156.61	167.17	81.86	498.09	155.69	217.94	141.83	91.89	607.37
0.512000	92.24	156.42	166.97	81.86	497.52	156.01	218.11	141.93	91.70	607.78
0.514000	92.10	156.40	167.25	81.91	497.68	155.74	218.05	141.85	91.89	607.57
0.516000	92.51	156.42	167.39	81.81	498.15	156.23	218.13	141.83	91.81	608.03
0.518000	92.16	156.58	167.36	81.91	498.04	156.12	217.80	141.85	91.67	607.48
0.520000	92.18	156.58	167.49	81.75	498.04	155.82	217.97	141.66	91.89	607.37
0.522000	91.96	156.45	167.44	81.89	497.77	156.04	217.97	141.74	91.89	607.67
0.524000	92.21	156.48	167.33	81.75	497.79	156.09	217.69	141.66	91.84	607.32
0.526000	91.80	156.66	167.58	81.75	497.82	155.88	217.78	141.52	92.14	607.35
0.528000	91.91	156.66	167.82	81.67	498.09	156.18	218.00	141.61	91.81	607.62
0.530000	91.91	156.56	167.71	81.81	498.01	156.20	217.75	141.55	92.06	607.59
0.532000	91.58	156.37	167.71	81.81	497.49	156.23	217.72	141.39	91.92	607.29
0.534000	91.74	156.58	167.58	81.59	497.52	156.23	217.50	141.33	91.95	607.04
0.536000	91.72	156.29	167.77	81.56	497.36	156.45	217.53	141.33	91.95	607.29
0.538000	91.58	156.42	167.96	81.48	497.47	156.12	217.72	141.22	91.97	607.07
0.540000	91.47	156.24	167.77	81.40	496.90	156.23	217.75	141.44	92.11	607.56
0.542000	91.58	156.53	167.96	81.45	497.55	156.29	217.50	141.41	91.95	607.18
0.544000	91.58	156.34	167.77	81.40	497.11	156.18	217.61	141.06	91.86	606.74
0.546000	91.30	156.05	167.96	81.53	496.87	156.09	217.45	141.14	91.97	606.69
0.548000	91.36	156.29	167.99	81.29	496.95	156.37	217.61	141.28	92.22	607.51
0.550000	91.33	156.32	167.82	81.24	496.73	156.45	217.69	140.92	91.95	607.04
0.552000	91.25	156.29	167.69	81.26	496.51	156.15	217.45	140.95	91.84	606.41
0.554000	91.14	156.05	167.77	81.18	496.16	156.23	217.36	140.89	92.17	606.69
0.556000	91.00	156.29	167.77	81.10	496.18	156.29	217.67	140.67	92.17	606.82
0.558000	90.92	156.24	168.15	81.10	496.43	156.40	217.56	140.84	91.95	606.77
0.560000	90.86	155.97	168.12	81.15	496.14	155.99	217.34	141.03	91.95	606.33
0.562000	90.81	156.08	167.99	81.07	495.97	156.23	217.56	140.84	91.95	606.60
0.564000	90.70	156.10	167.60	80.80	495.23	156.34	217.67	141.00	92.06	607.10
0.566000	90.75	156.02	167.93	80.50	495.24	156.20	217.56	140.78	92.28	606.85
0.568000	90.56	155.86	168.01	80.58	495.05	156.29	217.39	140.78	91.81	606.30
0.570000	90.48	155.86	167.93	80.61	494.91	156.20	217.23	141.00	92.11	606.58
0.572000	90.42	155.86	168.12	80.64	495.07	156.26	217.31	140.84	92.08	606.52
0.574000	90.42	155.86	168.07	80.56	494.94	156.12	217.42	140.98	91.97	606.52
0.576000	90.20	155.97	168.10	80.34	494.63	156.26	217.58	140.84	92.17	606.88
0.578000	89.98	155.78	168.04	80.12	493.95	156.40	217.53	140.87	92.08	606.91
0.580000	90.04	155.86	168.26	80.23	494.42	156.29	217.61	140.95	92.39	607.26
0.582000	89.90	156.08	167.93	80.15	494.08	156.31	217.39	140.87	92.14	606.74
0.584000	89.82	155.78	168.07	79.85	493.55	156.23	217.50	140.92	92.25	606.93
0.586000	89.90	155.97	168.26	79.88	494.03	156.37	217.34	140.92	92.39	607.04
0.588000	89.65	156.02	168.07	79.80	493.57	156.37	217.50	140.95	92.11	606.96
0.590000	89.41	156.02	168.21	79.69	493.35	156.50	217.67	140.95	92.31	607.46
0.592000	89.60	156.13	168.12	79.47	493.35	156.34	217.50	140.89	92.31	607.07
0.594000	89.24	155.92	168.10	79.33	492.61	156.42	217.56	141.22	92.36	607.59
0.596000	89.32	156.08	168.29	79.09	492.80	156.45	217.64	140.95	92.36	607.43
0.598000	89.13	156.24	168.21	79.09	492.69	156.20	217.61	140.78	92.42	607.05
0.600000	88.97	156.24	168.45	78.98	492.66	156.50	217.53	141.03	92.39	607.48
0.602000	88.80	156.45	168.48	78.79	492.55	156.45	217.72	141.33	92.44	607.98
0.604000	88.75	156.45	168.48	78.71	492.41	156.42	217.89	141.03	92.64	608.01
0.606000	88.66	156.40	168.67	78.55	492.30	156.45	217.72	141.11	92.61	607.92
0.608000	88.33	156.56	168.75	78.28	491.94	156.67	217.86	141.19	92.83	608.58
0.610000	88.61	156.69	168.37	77.95	491.64	156.40	217.89	141.22	92.75	608.28
0.612000	88.14	156.77	168.78	77.79	491.50	156.70	217.94	141.17	92.58	608.42
0.614000	88.17	156.80	168.92	77.52	491.42	156.78	217.89	141.25	92.83	608.77
